ids,ldcgrn,othssame,chemgen,natchld,natpark,sex,nukegen,harmgood,topprob1,drivless,grnmoney,topprob2,peopgrn,natsci,grngroup,redcehme,grntaxes,grncon,govdook,knowsol,chemfree,ihlpgrn,tempgen1,recycle,grndemo,impgrn,scigrn,h2oless,carsgen,indusgen,grnprice,grwthelp,nobuygrn,grneffme,helpharm,grnprog,toodifme,grnsign,harmsgrn,grnexagg,popgrwth,watergen,natenrgy,busgrn,natsoc,privent,grnsol,natroad,age,usdoenuf,grwtharm,econgrn,race,polgreed,polviews,grnintl,knwcause,grnecon,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters
1419,2,2,3,2,2,Male,4,3,None of these,NaN,0,Education,More information and education for people about the advantages of protecting the environment,2,0,1,2,4,1,4,2,4,5,1,0,3,3,1,4,3,2,3,2,3,2,4,2,1,4,4,4,3,1,Use the tax system to reward businesses that protect the environment,2,5,3,1,74,3,2,3,White,3,2,3,5,3,1,2,1,1,3,1,1,6
534,1,2,2,1,1,Female,3,2,The economy,3,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,3,5,4,4,3,4,1,2,0,2,4,3,3,2,2,4,3,2,4,4,2,0,4,2,2,3,1,Use the tax system to reward businesses that protect the environment,1,5,3,2,21,1,1,4,Black,2,4,NaN,4,2,0,1,3,0,0,0,2,8
614,2,2,4,2,2,Male,1,3,Immigration,1,0,Crime,Heavy fines for people who damage the environment,2,0,2,4,4,2,1,1,3,2,2,0,2,3,2,3,2,4,2,1,2,3,4,5,0,4,3,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,5,1,25,1,4,4,White,4,4,4,2,4,0,1,3,0,0,0,2,8
531,4,5,4,1,2,Male,2,2,Immigration,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,5,5,3,3,1,2,2,2,0,2,4,1,4,3,5,5,1,2,4,2,4,0,5,4,4,1,1,More information and education for businesses about the advantages of protecting the environment,2,3,4,2,25,1,2,4,Black,4,1,4,1,1,0,1,3,0,0,0,2,8
530,4,2,2,2,2,Female,3,1,The economy,2,1,Health care,Use the tax system to reward people who protect the environment,1,1,3,3,4,4,3,4,4,2,4,0,2,4,2,2,2,3,4,2,2,2,2,1,0,2,1,3,3,2,Use the tax system to reward businesses that protect the environment,1,4,3,2,41,1,1,4,White,2,4,4,3,3,0,0,0,3,4,5,0,4
1410,1,2,2,2,1,Female,2,1,Education,2,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,1,4,4,1,2,1,3,3,2,0,2,4,1,3,2,4,3,2,4,4,1,2,0,4,2,5,2,2,Heavy fines for businesses that damage the environment,NaN,3,3,NaN,32,1,3,4,White,5,4,4,4,3,0,1,3,0,4,6,7,2
1414,1,3,2,1,2,Male,3,3,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,1,3,3,3,2,2,4,4,3,0,2,3,2,3,3,2,3,2,2,4,3,2,0,4,4,4,3,1,Use the tax system to reward businesses that protect the environment,1,3,3,1,35,2,2,2,White,3,4,5,3,4,0,1,0,3,4,6,6,4
1415,2,2,2,1,1,Female,3,2,Education,2,1,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,2,4,4,3,2,2,1,3,0,2,2,1,1,1,2,2,2,4,2,2,2,1,3,2,5,2,1,Use the tax system to reward businesses that protect the environment,1,2,2,1,58,1,2,4,White,3,6,4,3,2,1,0,2,4,5,3,3,3
538,1,2,2,1,2,Male,4,2,The economy,2,0,Education,Heavy fines for people who damage the environment,1,0,4,5,5,2,4,3,4,4,1,0,3,4,3,2,2,3,4,4,4,3,4,1,1,2,5,2,1,1,Heavy fines for businesses that damage the environment,1,5,4,1,44,3,2,3,White,3,2,5,4,4,0,0,0,3,2,5,0,0
1322,4,4,3,1,2,Female,2,2,Education,2,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,5,2,2,1,1,4,4,3,0,2,4,2,3,2,2,2,2,3,4,4,2,0,2,2,3,2,2,Use the tax system to reward businesses that protect the environment,1,NaN,2,2,34,2,2,2,White,2,3,2,2,2,0,1,0,3,4,6,6,4
1320,2,4,2,1,2,Female,2,2,The economy,2,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,3,5,2,2,2,4,3,3,0,2,2,3,3,3,3,2,3,2,2,2,2,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,2,3,1,56,1,4,4,White,4,7,4,3,4,1,0,2,2,5,3,3,3
644,2,2,1,1,2,Female,2,3,The economy,NaN,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,3,5,4,3,4,3,2,4,0,2,4,3,3,2,4,4,3,4,4,2,4,0,4,2,4,1,1,Heavy fines for businesses that damage the environment,1,4,5,3,37,1,4,4,White,4,2,4,3,2,0,1,0,3,4,5,6,4
1324,3,2,3,2,1,Male,4,4,The economy,1,1,Immigration,More information and education for people about the advantages of protecting the environment,2,0,1,5,4,2,3,2,4,4,2,0,5,3,1,4,4,5,4,3,5,4,5,2,0,2,5,4,3,3,More information and education for businesses about the advantages of protecting the environment,3,5,5,2,53,3,2,1,White,4,1,1,5,4,1,0,2,2,2,2,4,5
1328,2,2,1,1,1,Female,2,2,Education,2,0,The environment,Use the tax system to reward people who protect the environment,1,0,3,2,5,4,2,3,4,1,3,0,1,3,1,1,1,2,2,3,4,2,1,2,0,2,1,3,1,1,Use the tax system to reward businesses that protect the environment,1,5,2,2,35,1,2,4,White,2,5,5,4,1,0,1,0,3,4,6,6,4
987,2,1,2,2,2,Female,5,2,The economy,2,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,3,4,4,4,2,2,4,4,4,0,2,2,3,3,3,5,4,3,4,2,2,2,0,4,4,NaN,2,1,Use the tax system to reward businesses that protect the environment,2,4,4,2,53,2,2,3,White,1,3,4,1,3,1,0,2,2,2,2,4,5
985,2,2,1,2,1,Female,NaN,2,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,3,3,5,3,3,2,4,3,4,0,2,2,3,3,3,2,2,3,4,2,4,2,0,2,2,3,2,1,NaN,1,3,2,2,58,2,2,4,White,3,4,3,3,3,1,0,2,4,5,3,3,3
252,4,4,3,2,2,Female,3,5,Health care,3,0,Crime,More information and education for people about the advantages of protecting the environment,2,0,4,4,1,4,2,2,2,3,4,0,4,1,4,2,3,3,4,3,4,4,4,2,0,3,2,3,2,1,Heavy fines for businesses that damage the environment,2,4,5,1,65,2,2,3,White,2,2,4,2,4,1,2,1,4,3,1,1,7
117,2,2,NaN,2,2,Male,3,2,Terrorism,1,0,The economy,Use the tax system to reward people who protect the environment,2,0,2,4,3,4,1,2,2,4,4,0,4,4,1,3,3,4,4,1,3,4,2,2,0,4,2,NaN,NaN,1,More information and education for businesses about the advantages of protecting the environment,1,3,4,3,36,2,2,2,White,4,2,4,2,4,0,1,0,3,4,6,6,4
776,2,2,1,1,2,Female,1,NaN,Education,3,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,1,5,2,3,3,3,2,3,0,2,NaN,3,3,1,1,4,2,4,2,NaN,2,1,4,2,4,1,1,Heavy fines for businesses that damage the environment,2,2,1,1,60,1,2,5,Other,4,6,5,5,1,1,0,2,4,5,3,3,3
111,2,4,2,2,2,Male,NaN,2,Health care,1,0,The economy,Heavy fines for people who damage the environment,3,0,1,2,4,3,3,3,2,1,3,0,2,2,1,3,3,2,4,1,2,4,4,2,0,2,4,2,3,3,Heavy fines for businesses that damage the environment,3,2,3,1,19,NaN,2,4,Black,2,4,4,4,4,0,1,3,0,0,0,2,8
110,1,1,1,1,2,Female,1,1,Health care,1,0,Education,Use the tax system to reward people who protect the environment,1,0,4,5,5,5,2,4,5,3,4,0,1,2,1,3,1,2,5,4,5,2,1,1,0,2,1,2,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,43,2,1,2,White,1,6,5,3,1,0,0,0,3,4,5,0,0
69,2,2,1,1,2,Male,2,3,Poverty,3,1,Terrorism,Heavy fines for people who damage the environment,1,0,3,2,5,2,3,3,5,2,4,0,2,2,3,2,1,2,2,3,4,4,2,2,1,4,2,5,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,46,1,4,4,White,3,4,4,4,2,0,0,0,2,2,2,0,0
771,2,4,1,1,1,Male,2,4,Education,2,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,5,5,2,3,4,4,1,3,0,2,2,3,1,2,2,5,4,4,4,4,5,1,4,2,4,3,2,More information and education for businesses about the advantages of protecting the environment,1,2,5,3,27,1,4,5,Black,4,5,4,4,4,0,1,3,0,0,0,7,2
119,2,2,3,2,2,Female,4,3,Poverty,3,0,Education,Use the tax system to reward people who protect the environment,2,0,3,4,3,1,3,3,4,4,3,0,2,3,3,3,3,2,2,3,3,3,3,2,0,2,3,1,3,1,Use the tax system to reward businesses that protect the environment,1,3,2,1,46,1,2,3,Other,5,2,4,3,3,0,0,0,2,2,2,0,0
1858,1,1,1,2,1,Male,1,1,The economy,3,1,Poverty,Heavy fines for people who damage the environment,1,0,4,1,5,2,3,4,5,1,3,0,1,1,4,1,1,1,3,4,2,2,2,2,0,4,2,4,1,1,Heavy fines for businesses that damage the environment,1,1,1,2,22,1,5,5,Black,4,4,5,2,2,0,1,3,0,0,0,2,8
1859,2,2,3,2,2,Female,3,2,NaN,1,0,NaN,More information and education for people about the advantages of protecting the environment,3,0,1,3,3,3,2,2,2,3,4,0,2,3,1,2,2,3,4,1,2,3,4,4,0,2,2,NaN,1,1,More information and education for businesses about the advantages of protecting the environment,2,3,3,1,79,1,2,4,White,4,4,4,4,4,1,2,1,1,1,4,5,1
964,2,2,2,3,1,Female,4,3,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,4,4,4,3,4,4,3,4,0,2,2,3,3,3,4,2,3,3,2,4,2,0,2,4,2,2,1,Heavy fines for businesses that damage the environment,1,4,5,1,56,2,2,4,White,4,2,4,4,2,1,0,2,2,5,3,3,5
1855,2,2,2,1,1,Female,2,2,Health care,1,0,Terrorism,Heavy fines for people who damage the environment,2,0,1,3,4,3,3,2,4,1,1,0,2,2,1,2,1,3,2,1,4,2,2,2,0,2,2,2,1,2,Heavy fines for businesses that damage the environment,2,1,3,1,47,2,4,5,Black,4,2,4,4,2,0,0,0,2,2,2,0,0
1857,2,2,1,1,3,Female,1,4,Health care,3,0,Education,More information and education for people about the advantages of protecting the environment,3,0,4,2,3,2,2,2,4,5,4,0,2,1,4,1,1,1,5,2,4,2,4,3,0,4,1,2,1,1,Heavy fines for businesses that damage the environment,1,2,5,1,59,1,4,5,Black,2,4,5,3,5,1,0,2,4,5,3,3,3
1524,4,4,2,1,1,Male,1,2,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,3,0,4,5,5,1,5,1,2,3,4,0,4,4,4,3,1,4,4,1,4,5,4,5,0,4,2,2,1,1,Heavy fines for businesses that damage the environment,2,2,5,3,18,1,2,4,Black,5,NaN,4,1,4,0,1,3,0,0,0,2,8
1526,4,3,3,3,2,Female,4,NaN,Immigration,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,4,5,1,1,3,2,3,4,4,0,3,3,3,3,4,5,2,2,2,3,3,1,0,1,3,2,5,1,More information and education for businesses about the advantages of protecting the environment,3,4,5,2,38,3,2,4,Other,3,3,4,5,3,0,1,0,3,4,5,6,4
919,2,2,2,1,2,Male,3,2,The economy,3,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,3,2,4,2,3,3,4,1,3,0,2,4,2,2,2,2,NaN,3,4,2,4,2,0,4,3,5,1,1,Use the tax system to reward businesses that protect the environment,1,3,3,1,31,1,2,3,White,4,4,4,4,3,0,1,3,0,0,6,7,2
918,2,2,3,2,2,Female,2,3,Health care,1,0,Education,Use the tax system to reward people who protect the environment,NaN,0,1,1,4,1,1,1,2,1,2,0,2,3,1,1,2,1,4,1,2,2,4,4,0,4,2,3,2,1,Heavy fines for businesses that damage the environment,1,3,4,2,32,NaN,4,5,White,5,3,4,2,2,0,1,3,0,4,6,7,2
1522,4,2,2,1,2,Female,2,2,Education,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,2,3,4,1,3,2,2,2,0,4,2,3,2,2,2,4,1,2,NaN,4,2,0,4,NaN,4,2,2,More information and education for businesses about the advantages of protecting the environment,1,3,5,2,23,2,2,3,White,4,2,4,3,4,0,1,3,0,0,0,2,8
1251,4,4,2,1,2,Female,2,2,Poverty,2,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,4,5,5,2,1,2,4,4,4,0,2,4,1,2,2,5,5,1,4,4,4,5,0,4,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,1,NaN,5,2,48,1,4,4,Black,4,7,4,1,5,0,0,0,2,2,2,4,0
421,1,1,1,1,1,Male,3,1,Poverty,4,0,The environment,Use the tax system to reward people who protect the environment,1,0,4,1,5,1,2,4,4,1,4,0,1,4,1,1,1,1,4,3,4,2,4,4,0,4,1,4,1,1,Use the tax system to reward businesses that protect the environment,1,4,1,1,62,1,3,5,White,5,7,5,4,1,1,2,2,4,5,3,3,3
420,3,5,1,1,1,Male,1,4,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,4,2,2,4,3,3,4,3,4,0,3,3,4,2,2,2,4,3,4,5,5,3,0,3,3,4,2,1,Use the tax system to reward businesses that protect the environment,2,3,3,1,29,2,4,4,Other,2,6,4,4,4,0,1,3,0,0,6,7,2
1395,4,4,4,2,2,Female,5,4,Education,NaN,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,4,5,3,4,5,1,0,2,2,3,3,4,2,1,3,2,4,1,5,0,1,2,1,3,2,Heavy fines for businesses that damage the environment,2,2,2,2,66,1,2,4,Black,4,2,4,2,5,1,2,1,4,3,1,1,7
916,2,2,2,1,1,Male,3,2,Crime,1,0,Health care,Heavy fines for people who damage the environment,1,0,1,4,4,3,3,1,4,1,2,0,2,2,1,3,3,2,2,2,2,2,2,2,0,3,4,2,2,1,Use the tax system to reward businesses that protect the environment,1,5,2,1,49,2,2,2,White,1,3,4,3,2,1,0,2,2,2,2,4,0
1529,2,1,1,1,3,Female,2,2,The economy,4,1,The environment,More information and education for people about the advantages of protecting the environment,2,0,4,3,5,3,4,4,4,2,4,0,1,1,4,2,2,2,3,4,4,1,2,1,0,4,2,4,1,1,Use the tax system to reward businesses that protect the environment,1,4,3,2,64,1,3,3,White,3,7,5,5,1,1,2,2,4,3,1,3,3
1258,3,1,2,1,2,Female,2,2,NaN,2,1,NaN,NaN,2,0,3,1,5,3,3,3,5,2,4,0,3,1,1,2,1,1,2,3,4,2,2,1,1,3,1,4,2,1,NaN,2,1,2,1,47,1,2,4,White,2,7,5,4,2,0,0,0,2,2,2,0,0
912,2,3,2,2,1,Female,2,3,Education,1,0,Health care,Heavy fines for people who damage the environment,2,0,4,2,3,4,4,1,4,2,1,0,1,NaN,1,1,1,2,3,1,4,3,3,3,0,5,3,4,1,2,Use the tax system to reward businesses that protect the environment,2,4,2,1,20,2,4,5,White,NaN,4,5,4,5,0,1,3,0,0,0,2,8
308,4,2,2,1,2,Male,2,2,The economy,3,0,Poverty,More information and education for people about the advantages of protecting the environment,1,0,3,4,4,3,3,3,4,3,4,0,2,2,2,2,2,3,4,2,3,2,2,2,0,4,2,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,5,2,68,1,2,NaN,Black,3,4,4,4,2,1,2,1,4,3,1,1,6
309,1,1,3,1,1,Male,3,1,Health care,3,1,Education,Use the tax system to reward people who protect the environment,2,1,2,5,5,2,3,3,3,1,3,1,2,3,2,1,1,3,4,3,3,2,4,2,1,4,2,5,1,1,Use the tax system to reward businesses that protect the environment,1,4,3,1,41,1,2,3,White,3,4,5,4,4,0,0,0,3,4,5,0,4
301,2,4,3,1,1,Male,3,4,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,4,2,5,4,3,1,4,3,2,0,4,4,4,3,3,2,2,1,2,2,4,4,0,4,4,4,3,1,Heavy fines for businesses that damage the environment,1,2,2,1,50,3,4,2,Other,4,4,4,3,4,1,0,2,2,2,2,4,5
302,2,2,2,2,1,Male,4,2,The economy,2,1,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,2,4,2,4,4,2,4,5,4,0,2,4,2,3,3,2,4,2,4,2,2,2,0,4,4,5,2,3,More information and education for businesses about the advantages of protecting the environment,3,5,2,1,65,3,3,2,White,4,2,1,4,3,1,2,1,4,3,1,1,7
303,2,2,3,2,1,Female,3,3,Education,1,0,Poverty,More information and education for people about the advantages of protecting the environment,NaN,0,2,3,3,3,2,1,3,2,4,0,2,NaN,1,3,2,2,2,1,2,2,2,2,1,2,3,2,2,NaN,More information and education for businesses about the advantages of protecting the environment,2,NaN,2,1,51,1,2,4,White,3,3,3,2,3,1,0,2,2,2,2,4,5
306,4,4,1,1,2,Male,1,4,Health care,1,0,Crime,Use the tax system to reward people who protect the environment,3,0,2,5,1,4,1,2,4,3,3,0,4,4,1,3,2,2,4,1,4,4,4,4,0,4,5,2,2,3,Use the tax system to reward businesses that protect the environment,2,4,5,2,50,3,4,4,White,4,4,5,1,5,1,0,2,2,2,2,4,5
1933,2,1,1,2,2,Female,2,3,NaN,3,0,Health care,Use the tax system to reward people who protect the environment,2,0,3,3,5,2,3,3,4,3,4,0,2,3,1,2,2,3,3,4,1,2,4,2,0,5,3,3,1,1,Use the tax system to reward businesses that protect the environment,1,NaN,3,1,35,2,3,4,Other,4,4,3,3,3,0,1,0,3,4,6,6,4
1931,3,3,2,1,1,Male,2,4,Health care,2,0,The environment,More information and education for people about the advantages of protecting the environment,3,0,2,3,3,2,3,2,3,3,3,0,4,2,1,3,2,3,4,3,3,4,4,4,0,4,3,2,3,1,Heavy fines for businesses that damage the environment,1,2,3,1,32,1,4,3,White,4,3,3,2,4,0,1,3,0,4,6,7,2
697,2,2,2,2,1,Female,3,3,Education,3,0,The economy,Use the tax system to reward people who protect the environment,1,1,3,3,5,2,4,4,4,2,4,0,3,2,2,2,2,2,2,3,4,2,1,2,0,4,2,4,2,1,Use the tax system to reward businesses that protect the environment,3,4,2,2,27,1,4,3,White,4,4,3,4,2,0,1,3,0,0,0,7,2
1937,1,4,1,1,2,Female,1,1,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,2,4,3,1,4,3,1,1,1,0,1,3,1,3,2,2,4,1,4,4,4,2,0,1,2,2,3,1,Heavy fines for businesses that damage the environment,1,4,5,1,37,1,2,4,White,NaN,5,5,3,2,0,1,0,3,4,5,6,4
1936,2,2,1,3,2,Female,1,1,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,2,5,3,1,1,2,4,2,4,0,2,3,1,3,1,4,4,1,4,3,2,4,0,5,4,4,1,2,Heavy fines for businesses that damage the environment,1,3,5,1,75,1,2,5,White,5,4,5,3,4,1,2,1,1,1,4,5,6
1939,2,2,3,2,2,Male,3,2,The economy,2,0,Poverty,Use the tax system to reward people who protect the environment,2,0,2,5,4,2,2,2,3,NaN,2,0,2,3,2,3,2,4,4,2,3,4,3,3,0,3,3,2,3,1,Use the tax system to reward businesses that protect the environment,1,2,5,1,50,NaN,2,3,White,3,4,4,3,4,1,0,2,2,2,2,4,5
1938,2,2,3,1,2,Female,2,2,Education,1,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,1,4,3,4,2,3,4,2,3,0,2,2,1,3,2,4,4,2,4,2,4,2,1,2,4,2,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,4,1,64,1,2,4,White,2,3,4,3,4,1,2,2,4,3,1,3,7
847,2,2,3,NaN,2,Female,2,3,Terrorism,2,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,4,2,1,4,NaN,4,0,2,2,1,4,3,1,3,4,4,2,2,2,0,4,2,4,2,3,Heavy fines for businesses that damage the environment,1,NaN,3,1,56,1,3,4,White,2,4,4,3,1,1,0,2,2,5,3,3,3
846,4,1,1,NaN,1,Female,3,1,Education,1,0,The environment,Use the tax system to reward people who protect the environment,2,0,3,5,5,2,1,1,5,1,4,0,3,2,1,2,1,1,2,1,4,2,1,2,0,5,2,3,1,1,Use the tax system to reward businesses that protect the environment,1,5,5,2,68,1,2,2,White,5,4,5,3,1,1,2,1,4,3,1,1,6
845,2,4,4,1,2,Female,3,2,Education,1,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,1,3,3,2,3,1,2,2,2,0,4,2,1,3,2,3,4,1,4,3,3,4,0,4,4,2,2,1,Use the tax system to reward businesses that protect the environment,2,4,4,1,49,NaN,2,3,White,4,4,4,3,4,1,0,2,2,2,2,4,0
826,2,5,4,1,2,Female,1,3,The economy,2,0,Poverty,Use the tax system to reward people who protect the environment,3,0,3,3,2,3,5,3,5,5,3,0,1,4,3,3,2,3,5,4,1,1,5,2,0,2,5,5,1,2,Heavy fines for businesses that damage the environment,1,3,3,3,22,2,2,3,White,4,3,5,5,4,0,1,3,0,0,0,2,8
843,2,4,2,1,3,Female,2,2,Health care,1,0,The economy,Heavy fines for people who damage the environment,2,0,4,3,3,3,2,1,4,3,4,0,2,4,1,3,3,3,5,1,4,4,2,4,0,4,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,2,3,5,1,77,2,3,4,White,3,2,NaN,2,4,1,2,1,1,1,4,5,1
841,2,2,2,2,2,Male,2,3,Education,3,0,The environment,Use the tax system to reward people who protect the environment,2,0,3,2,4,3,3,1,4,2,4,0,2,3,3,1,1,2,4,2,4,2,2,2,0,4,2,3,2,1,Heavy fines for businesses that damage the environment,1,5,2,1,60,2,2,4,White,3,6,4,3,2,1,0,2,4,5,3,3,3
840,2,2,2,2,NaN,Female,3,3,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,3,2,4,4,2,3,4,2,4,0,3,3,3,3,2,2,3,3,4,2,2,3,1,3,3,4,2,NaN,Use the tax system to reward businesses that protect the environment,2,NaN,4,NaN,67,1,2,NaN,White,3,3,4,3,2,1,2,1,4,3,1,1,6
1426,2,2,3,2,2,Female,3,2,Crime,2,0,Education,Use the tax system to reward people who protect the environment,2,0,2,3,3,2,3,3,3,2,3,0,2,3,3,3,3,3,2,3,3,3,3,2,0,3,2,4,2,1,Heavy fines for businesses that damage the environment,1,3,4,2,32,1,2,3,White,3,2,4,3,2,0,1,3,0,4,6,7,2
848,4,2,2,NaN,2,Male,3,2,Education,2,0,Poverty,Use the tax system to reward people who protect the environment,1,0,3,2,4,3,4,3,4,2,4,0,2,4,1,3,2,3,2,3,4,2,2,2,1,4,2,4,1,1,Use the tax system to reward businesses that protect the environment,NaN,2,2,NaN,41,1,2,4,White,2,6,5,4,2,0,0,0,3,4,5,0,4
664,2,2,1,2,1,Female,1,4,The economy,3,0,Education,Use the tax system to reward people who protect the environment,1,0,3,5,4,2,4,3,4,3,4,0,2,2,3,1,1,4,2,3,4,2,3,2,0,4,3,3,1,1,Use the tax system to reward businesses that protect the environment,1,4,5,1,54,1,2,2,White,2,1,3,4,3,1,0,2,2,5,2,4,5
1428,3,2,3,3,NaN,Female,3,2,The economy,1,0,Health care,NaN,2,0,2,3,3,3,3,2,3,3,2,0,3,2,1,3,3,3,4,2,3,3,2,2,0,2,3,3,3,2,More information and education for businesses about the advantages of protecting the environment,1,3,3,2,55,NaN,3,4,White,3,2,4,3,2,1,0,2,2,5,3,4,5
988,2,2,2,1,1,Male,3,2,NaN,2,1,The environment,Use the tax system to reward people who protect the environment,1,1,2,2,5,3,3,2,2,2,4,0,2,2,2,2,2,2,1,2,4,2,2,2,1,2,2,4,2,1,Use the tax system to reward businesses that protect the environment,2,2,2,2,63,1,2,2,White,2,5,4,4,2,1,2,2,4,5,3,3,3
1587,1,2,3,1,1,Male,4,3,Terrorism,1,0,Education,Use the tax system to reward people who protect the environment,2,0,1,5,3,2,4,1,2,4,1,0,3,2,1,3,2,4,2,1,4,2,3,2,0,5,3,4,3,3,Heavy fines for businesses that damage the environment,2,3,4,2,41,2,3,3,White,4,6,4,4,1,0,0,0,3,4,5,0,4
1739,1,2,1,2,2,Male,2,2,The environment,2,1,The economy,Use the tax system to reward people who protect the environment,2,0,3,2,5,2,3,2,4,1,4,0,3,2,2,1,1,4,2,2,5,2,2,2,0,2,2,4,1,1,Use the tax system to reward businesses that protect the environment,2,3,2,1,46,1,3,5,White,3,3,5,4,1,0,0,0,2,2,2,0,0
1987,2,2,3,3,2,Female,3,2,The economy,2,0,Health care,Use the tax system to reward people who protect the environment,2,0,1,2,3,2,3,3,2,2,2,0,3,4,3,3,3,4,2,3,2,4,3,2,1,4,2,5,3,1,Heavy fines for businesses that damage the environment,2,2,4,1,25,2,2,2,White,2,5,4,4,4,0,1,3,0,0,0,2,8
